16.914068600956707,19.18049369723957,18.262956652219525,21.155181454768094,21.034292273660768,21.990939899322896
17.74588384294808,18.158481179566312,18.00569330343075,19.673566330502105,21.114680766550546,22.041413880829207
17.393311296578304,18.313064669073086,18.785906556373845,20.704521640016026,21.174178453894502,22.23546576215235
18.56163942301222,18.155976709713666,19.776062593023028,22.09474367163081,19.877991039833905,22.08641139726217
17.005620801027874,18.206466661981583,19.224117271220052,19.417802030044527,20.08955077305777,21.800628739739377
18.303053939228917,19.551041805163525,19.941236346201993,19.71811601091446,21.998415044586025,23.058304592971872
19.97447487009211,19.951811418317792,23.86171120812013,21.443939897843393,20.48664154821571,25.160497915799475
22.70416994656723,24.685809536013036,21.742174847319664,23.061067734235706,20.258644815731678,23.665161668810352
50.40915001138751,23.26619257289835,20.29302983233172,20.89706760194476,32.19655065560103,21.93875622163523
21.98173596091866,25.620704086029235,24.476532063982404,25.476953819154826,42.96494936003082,26.550821680156073
