17.463043422246127,17.767752610384637,18.243765681277875,18.12623248477386,20.6786902103223,18.709464054027176
18.939558935435546,23.282938225443093,25.007066972714863,22.6768204311954,25.163629666058767,24.316506542707657
17.82391821493304,25.697304460805316,22.52401695416178,23.195884838617655,23.21465757062623,24.95666216649538
19.486977208476485,16.377242284249903,20.084966394455183,18.823028862375953,19.661526944047026,24.247378921789387
15.85668442998265,17.76417432262296,19.225662134297977,20.35201352797105,22.491451124124595,25.33161412691197
18.336155922988937,20.472912677659064,20.7624734578693,22.24044027124856,24.495366302027197,28.86503766432426
24.17561121975635,21.44621147427954,22.2821900910977,27.29904660258441,34.149223931029915,29.67110698283564
25.74152640719646,20.98632437149401,28.89837762995501,30.498850234979272,32.184814683180825,33.075693079292584
27.194541574484997,33.44889203187616,28.55092152419232,32.16562923461215,32.230103810665824,36.56346598784099
37.230305221621,24.052002451577476,30.497388619622583,37.00680585273989,28.656783144661915,35.10045686765946
